	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d
125	-5.94171	-4.34226	185.77309	214.98389				-0.08498	-0.04956	0.17262	-10.70591	-13.99525	194.12646	288.67145				-0.12990	-0.14418	0.17855	0.72685	-1.82031	-8.31137	54.19865				-0.12183	-0.11345	-0.02587	-2.84119	-3.26847	220.87361	234.49110				-0.06322	-0.03218	0.20943	-9.86022	-18.83310	198.97144	320.71487				-0.15738	-0.17556	0.18861
126	-5.70311	-3.79299	185.25410	211.94690				-0.08286	-0.04360	0.17235	-10.41692	-13.51356	195.00708	284.27148				-0.12614	-0.13845	0.17889	0.79721	-1.94377	-7.84062	56.81428				-0.12565	-0.11827	-0.02408	-2.72426	-3.04035	219.08650	231.81377				-0.06125	-0.02994	0.20815	-10.01083	-18.68628	203.56314	322.87915				-0.15544	-0.17382	0.19159
127	-5.48296	-3.28567	184.73915	209.29530				-0.08097	-0.03804	0.17210	-10.10243	-13.02411	195.98547	279.99039				-0.12237	-0.13280	0.17940	0.86361	-2.08274	-7.35670	59.57200				-0.12950	-0.12309	-0.02227	-2.60704	-2.78980	217.22641	229.03624				-0.05915	-0.02749	0.20679	-10.13941	-18.49614	207.72430	324.39789				-0.15342	-0.17165	0.19421
128	-5.28231	-2.82983	184.24426	207.03790				-0.07933	-0.03301	0.17187	-9.76838	-12.53776	197.08060	275.94653				-0.11862	-0.12734	0.18009	0.92517	-2.23906	-6.86413	62.47356				-0.13336	-0.12789	-0.02046	-2.49139	-2.51172	215.29762	226.18211				-0.05698	-0.02478	0.20533	-10.23995	-18.26097	211.45172	325.23697				-0.15127	-0.16903	0.19647
129	-5.10197	-2.43585	183.79361	205.18188				-0.07793	-0.02863	0.17168	-9.41998	-12.06616	198.31351	272.24924				-0.11494	-0.12218	0.18098	0.98093	-2.41451	-6.36733	65.51984				-0.13724	-0.13267	-0.01867	-2.37892	-2.20372	213.32501	223.29848				-0.05480	-0.02177	0.20382	-10.30673	-17.98058	214.74606	325.37866				-0.14899	-0.16599	0.19840
130	-4.94247	-2.11400	183.41856	203.73183				-0.07680	-0.02503	0.17156	-9.06141	-11.62117	199.70645	268.99368				-0.11133	-0.11743	0.18208	1.02983	-2.61082	-5.87000	68.71088				-0.14111	-0.13739	-0.01692	-2.27093	-1.86575	211.34526	220.44601				-0.05265	-0.01847	0.20229	-10.33459	-17.65618	217.61719	324.82581				-0.14655	-0.16253	0.20004
131	-4.80389	-1.86950	183.13753	202.66817				-0.07594	-0.02230	0.17152	-8.69619	-11.21436	201.27814	266.25793				-0.10782	-0.11318	0.18340	1.07067	-2.82961	-5.37444	72.04598				-0.14496	-0.14205	-0.01521	-2.16836	-1.49984	209.40276	217.69344				-0.05058	-0.01487	0.20079	-10.31928	-17.28996	220.08258	323.59909				-0.14393	-0.15869	0.20140
132	-4.68571	-1.69683	182.92563	201.91949				-0.07533	-0.02039	0.17153	-8.32806	-10.85358	203.02472	264.07816				-0.10441	-0.10952	0.18493	1.10218	-3.07229	-4.88252	75.52368				-0.14878	-0.14663	-0.01356	-2.07189	-1.10964	207.54422	215.11079				-0.04862	-0.01103	0.19937	-10.25784	-16.88394	222.16074	321.72729				-0.14113	-0.15450	0.20252
133	-4.58692	-1.58086	182.71713	201.37375				-0.07496	-0.01913	0.17153	-7.96160	-10.53796	204.89815	262.41223				-0.10112	-0.10640	0.18662	1.12303	-3.34003	-4.39734	79.14141				-0.15256	-0.15112	-0.01197	-1.98188	-0.69916	205.80200	212.75101				-0.04680	-0.00697	0.19806	-10.14901	-16.43903	223.87053	319.24365				-0.13812	-0.14999	0.20342
134	-4.50612	-1.50379	182.44055	200.92050				-0.07482	-0.01832	0.17146	-7.60182	-10.25809	206.81924	261.15219				-0.09801	-0.10374	0.18840	1.13182	-3.63372	-3.92298	82.89608				-0.15627	-0.15548	-0.01047	-1.89833	-0.27122	204.18364	210.63808				-0.04511	-0.00271	0.19688	-9.99336	-15.95513	225.23433	316.18823				-0.13493	-0.14517	0.20413
135	-4.44159	-1.44996	182.04221	200.47430				-0.07487	-0.01777	0.17125	-7.25347	-10.00153	208.71642	260.18024				-0.09510	-0.10138	0.19020	1.12712	-3.95405	-3.46184	86.78467				-0.15991	-0.15970	-0.00904	-1.82100	0.17228	202.68410	208.78036				-0.04358	0.00173	0.19583	-9.79314	-15.43205	226.27919	312.61264				-0.13156	-0.14004	0.20466
136	-4.39119	-1.40666	181.48520	199.96999				-0.07509	-0.01734	0.17088	-6.92046	-9.75705	210.54561	259.40381				-0.09242	-0.09921	0.19196	1.10748	-4.30154	-3.01259	90.80449				-0.16346	-0.16377	-0.00770	-1.74954	0.62883	201.30273	207.18820				-0.04219	0.00632	0.19490	-9.55226	-14.87089	227.04292	308.59027				-0.12804	-0.13464	0.20506
137	-4.35226	-1.36392	180.74458	199.35460				-0.07543	-0.01690	0.17032	-6.60576	-9.51525	212.27832	258.74908				-0.09000	-0.09712	0.19366	1.07150	-4.67656	-2.57009	94.95258				-0.16691	-0.16768	-0.00642	-1.68344	1.09458	200.04092	205.86972				-0.04096	0.01104	0.19410	-9.27587	-14.27546	227.58644	304.23022				-0.12439	-0.12900	0.20537
138	-4.32174	-1.31434	179.81168	198.59094				-0.07584	-0.01636	0.16956	-6.31129	-9.26789	213.88126	258.14069				-0.08785	-0.09500	0.19527	1.01782	-5.07917	-2.12595	99.22535				-0.17023	-0.17143	-0.00519	-1.62178	1.56488	198.88940	204.81569				-0.03985	0.01583	0.19343	-8.96990	-13.65279	227.99501	299.67706				-0.12065	-0.12319	0.20565
139	-4.29626	-1.25310	178.70047	197.66342				-0.07626	-0.01565	0.16863	-6.03813	-9.00753	215.31206	257.49802				-0.08597	-0.09277	0.19674	0.94517	-5.50910	-1.66899	103.61831				-0.17341	-0.17501	-0.00398	-1.56312	2.03495	197.82306	203.99336				-0.03884	0.02065	0.19287	-8.64090	-13.01186	228.35179	295.08267				-0.11685	-0.11729	0.20598
140	-4.27219	-1.17782	177.44659	196.57692				-0.07664	-0.01475	0.16756	-5.78668	-8.72773	216.52812	256.74496				-0.08437	-0.09034	0.19802	0.85246	-5.96549	-1.18726	108.12502				-0.17643	-0.17841	-0.00276	-1.50580	2.50016	196.80580	203.35258				-0.03789	0.02545	0.19237	-8.29611	-12.36151	228.70772	290.57245				-0.11304	-0.11139	0.20640
141	-4.24561	-1.08838	176.10181	195.35060				-0.07690	-0.01365	0.16639	-5.55675	-8.42321	217.48970	255.81367				-0.08304	-0.08764	0.19909	0.73879	-6.44676	-0.67154	112.73537				-0.17930	-0.18161	-0.00153	-1.44813	2.95622	195.79779	202.83485				-0.03696	0.03018	0.19191	-7.94295	-11.71025	229.09016	286.24646				-0.10926	-0.10556	0.20691
142	-4.21234	-0.98691	174.73141	194.01541				-0.07697	-0.01239	0.16520	-5.34753	-8.08965	218.15605	254.64101				-0.08197	-0.08461	0.19990	0.60351	-6.95049	-0.11690	117.43573				-0.18200	-0.18459	-0.00026	-1.38856	3.39925	194.75999	202.37923				-0.03599	0.03479	0.19143	-7.58837	-11.06693	229.53346	282.20218				-0.10557	-0.09987	0.20754
143	-4.16832	-0.87734	173.40874	192.61034				-0.07678	-0.01101	0.16406	-5.15776	-7.72407	218.48912	253.17435				-0.08113	-0.08121	0.20041	0.44629	-7.47360	0.47777	122.21069				-0.18453	-0.18732	0.00103	-1.32577	3.82638	193.65469	201.92560				-0.03496	0.03925	0.19090	-7.23901	-10.43878	230.07684	278.52649				-0.10201	-0.09438	0.20832
144	-4.11054	-0.76305	172.19128	191.16743				-0.07628	-0.00956	0.16303	-4.98602	-7.32570	218.46812	251.38892				-0.08050	-0.07741	0.20060	0.26716	-8.01260	1.10957	127.04569				-0.18690	-0.18977	0.00234	-1.25930	4.23681	192.44357	201.41965				-0.03383	0.04354	0.19029	-6.90170	-9.82793	230.73903	275.26733				-0.09865	-0.08910	0.20926
145	-4.03830	-0.64404	171.09351	189.69695				-0.07546	-0.00805	0.16212	-4.83091	-6.89638	218.10252	249.30148				-0.08007	-0.07321	0.20048	0.06655	-8.56377	1.77326	131.92789				-0.18912	-0.19195	0.00364	-1.19017	4.63283	191.08624	200.81970				-0.03262	0.04768	0.18954	-6.58309	-9.23165	231.51028	272.42804				-0.09554	-0.08398	0.21034
146	-3.95310	-0.51713	170.09334	188.19504				-0.07435	-0.00644	0.16130	-4.69117	-6.44052	217.43475	246.97133				-0.07980	-0.06867	0.20008	-0.15480	-9.12338	2.46507	136.84621				-0.19119	-0.19383	0.00493	-1.12063	5.01905	189.54430	200.10040				-0.03137	0.05170	0.18861	-6.28823	-8.64572	232.35907	269.97971				-0.09275	-0.07899	0.21153
147	-3.85731	-0.37911	169.16315	186.66307				-0.07299	-0.00470	0.16057	-4.56558	-5.96479	216.53392	244.49100				-0.07969	-0.06384	0.19948	-0.39576	-9.68776	3.18364	141.79150				-0.19313	-0.19545	0.00620	-1.05307	5.40031	187.78867	199.25055				-0.03014	0.05566	0.18746	-6.01979	-8.06675	233.23820	267.86960				-0.09031	-0.07408	0.21278
148	-3.75284	-0.22872	168.27844	185.10469				-0.07143	-0.00282	0.15990	-4.45277	-5.47719	215.47527	241.96054				-0.07970	-0.05882	0.19873	-0.65493	-10.25329	3.92861	146.75749				-0.19495	-0.19680	0.00745	-0.98918	5.78034	185.80310	198.26900				-0.02897	0.05957	0.18608	-5.77838	-7.49279	234.09236	266.03186				-0.08822	-0.06921	0.21404
149	-3.64069	-0.06689	167.40868	183.51149				-0.06969	-0.00082	0.15925	-4.35095	-4.98564	214.31209	239.45235				-0.07979	-0.05368	0.19790	-0.93074	-10.81637	4.69955	151.73906				-0.19667	-0.19790	0.00869	-0.92993	6.16140	183.58325	197.16139				-0.02788	0.06347	0.18444	-5.56326	-6.92377	234.86618	264.39975				-0.08648	-0.06436	0.21526
150	-3.52112	0.10322	166.52370	181.86848				-0.06777	0.00126	0.15859	-4.25781	-4.49775	213.06995	237.00255				-0.07993	-0.04852	0.19700	-1.22150	-11.37325	5.49619	156.73006				-0.19830	-0.19878	0.00991	-0.87575	6.54434	181.13307	195.93666				-0.02688	0.06735	0.18255	-5.37300	-6.36177	235.51306	262.91714				-0.08506	-0.05955	0.21638
151	-3.39413	0.27659	165.60826	180.16962				-0.06568	0.00334	0.15792	-4.17087	-4.02202	211.76935	234.63481				-0.08006	-0.04344	0.19605	-1.52539	-11.92024	6.32220	161.72261				-0.19985	-0.19944	0.01111	-0.82679	6.92878	178.46182	194.60457				-0.02599	0.07120	0.18041	-5.20566	-5.81075	236.00204	261.54355				-0.08394	-0.05480	0.21739
152	-3.26022	0.44956	164.65427	178.41676				-0.06344	0.00539	0.15723	-4.08763	-3.56888	210.44205	232.37674				-0.08012	-0.03857	0.19510	-1.84044	-12.45421	7.19163	166.70731				-0.20133	-0.19991	0.01232	-0.78310	7.31320	175.58406	193.17561				-0.02520	0.07500	0.17803	-5.05854	-5.27567	236.31877	260.25073				-0.08309	-0.05014	0.21826
153	-3.12120	0.62431	163.64104	176.61037				-0.06107	0.00742	0.15648	-4.00552	-3.15072	209.13211	230.25865				-0.08007	-0.03403	0.19416	-2.16447	-12.97292	8.13264	171.67325				-0.20270	-0.20021	0.01359	-0.74475	7.69508	172.51965	191.66084				-0.02453	0.07873	0.17542	-4.92831	-4.76167	236.45825	259.01376				-0.08245	-0.04562	0.21898
154	-2.98022	0.80906	162.53741	174.75462				-0.05865	0.00953	0.15566	-3.92211	-2.78068	207.89278	228.30949				-0.07985	-0.03000	0.19331	-2.49510	-13.47487	9.18279	176.60934				-0.20395	-0.20039	0.01498	-0.71187	8.07221	169.28961	190.07274				-0.02398	0.08236	0.17260	-4.81127	-4.27349	236.41322	257.80069				-0.08198	-0.04127	0.21956
155	-2.84088	1.01374	161.32053	172.86824				-0.05624	0.01183	0.15473	-3.83567	-2.46731	206.76817	226.54024				-0.07942	-0.02656	0.19258	-2.82994	-13.95853	10.37714	181.50380				-0.20505	-0.20045	0.01653	-0.68464	8.44461	165.91182	188.43030				-0.02357	0.08590	0.16959	-4.70373	-3.81554	236.16579	256.56689				-0.08162	-0.03714	0.21997
156	-2.70634	1.24673	159.98289	170.98315				-0.05391	0.01441	0.15370	-3.74595	-2.20768	205.76419	224.92218				-0.07877	-0.02370	0.19197	-3.16665	-14.42190	11.74136	186.34264				-0.20599	-0.20043	0.01826	-0.66324	8.81436	162.40048	186.75974				-0.02333	0.08936	0.16640	-4.60228	-3.39241	235.68910	255.25888				-0.08130	-0.03328	0.22018
157	-2.57889	1.51421	158.52640	169.13655				-0.05170	0.01733	0.15255	-3.65396	-1.98753	204.84650	223.39548				-0.07794	-0.02125	0.19146	-3.50296	-14.86246	13.29528	191.10921				-0.20677	-0.20031	0.02021	-0.64779	9.18386	158.76900	185.09070				-0.02326	0.09277	0.16305	-4.50383	-3.00974	234.96487	253.83189				-0.08098	-0.02974	0.22017
158	-2.45996	1.82032	156.95715	167.36568				-0.04966	0.02062	0.15131	-3.56113	-1.78885	203.96574	221.89799				-0.07696	-0.01904	0.19100	-3.83665	-15.27733	15.05703	195.78464				-0.20737	-0.20010	0.02238	-0.63826	9.55528	155.03326	183.45596				-0.02340	0.09615	0.15955	-4.40567	-2.67409	233.99603	252.26192				-0.08060	-0.02661	0.21995
159	-2.35009	2.16720	155.28329	165.70615				-0.04780	0.02429	0.14996	-3.46841	-1.59579	203.07585	220.37955				-0.07586	-0.01690	0.19054	-4.16560	-15.66317	17.04208	200.34842				-0.20780	-0.19976	0.02478	-0.63436	9.92994	151.21205	181.88768				-0.02374	0.09954	0.15594	-4.30591	-2.38879	232.79163	250.53021				-0.08012	-0.02392	0.21951
160	-2.24905	2.55505	153.51283	164.18883				-0.04610	0.02835	0.14852	-3.37616	-1.39619	202.14417	218.80785				-0.07466	-0.01470	0.19005	-4.48789	-16.01644	19.26405	204.78160				-0.20807	-0.19929	0.02742	-0.63537	10.30689	147.32591	180.40648				-0.02429	0.10292	0.15223	-4.20410	-2.14832	231.34586	248.60518				-0.07953	-0.02163	0.21885
161	-2.15582	2.98206	151.65408	162.83841				-0.04457	0.03275	0.14701	-3.28429	-1.18160	201.16025	217.17596				-0.07338	-0.01236	0.18953	-4.80181	-16.33411	21.73534	209.07083				-0.20818	-0.19866	0.03029	-0.64002	10.68200	143.39772	179.01335				-0.02500	0.10626	0.14846	-4.10111	-1.93896	229.64665	246.45540				-0.07884	-0.01961	0.21795
162	-2.06878	3.44419	149.71790	161.67259				-0.04315	0.03745	0.14542	-3.19247	-0.94730	200.13214	215.49782				-0.07202	-0.00984	0.18896	-5.10591	-16.61431	24.46132	213.21031				-0.20816	-0.19786	0.03341	-0.64665	11.04851	139.45439	177.69077				-0.02585	0.10950	0.14466	-3.99828	-1.74517	227.69588	244.07063				-0.07806	-0.01772	0.21680
163	-1.98584	3.93504	147.71790	160.69841				-0.04182	0.04236	0.14378	-3.09989	-0.69186	199.06728	213.78676				-0.07057	-0.00714	0.18837	-5.39905	-16.85639	27.43751	217.19922				-0.20801	-0.19690	0.03674	-0.65369	11.39981	135.52466	176.41641				-0.02678	0.11258	0.14086	-3.89659	-1.55427	225.51329	241.46298				-0.07720	-0.01582	0.21542
164	-1.90457	4.44582	145.66797	159.90601				-0.04051	0.04740	0.14210	-3.00512	-0.41696	197.96062	212.04057				-0.06901	-0.00427	0.18774	-5.68025	-17.06107	30.65778	221.03947				-0.20773	-0.19581	0.04027	-0.65999	11.73302	131.62910	175.17917				-0.02777	0.11549	0.13711	-3.79639	-1.35737	223.13094	238.65918				-0.07629	-0.01384	0.21383
165	-1.82226	4.96545	143.57988	159.26294				-0.03917	0.05245	0.14039	-2.90627	-0.12779	196.80415	210.24940				-0.06731	-0.00130	0.18706	-5.94870	-17.23072	34.12582	224.73882				-0.20732	-0.19460	0.04400	-0.66481	12.04925	127.77073	173.97716				-0.02879	0.11824	0.13339	-3.69752	-1.14904	220.58995	235.69662				-0.07530	-0.01173	0.21207
166	-1.73627	5.48164	141.46217	158.71614				-0.03774	0.05738	0.13865	-2.80133	0.16618	195.60573	208.41400				-0.06543	0.00168	0.18634	-6.20377	-17.36962	37.85981	228.31493				-0.20677	-0.19332	0.04795	-0.66734	12.35070	123.93923	172.80414				-0.02984	0.12085	0.12972	-3.59928	-0.92689	217.93774	232.61874				-0.07422	-0.00946	0.21017
167	-1.64488	5.98465	139.32005	158.21286				-0.03617	0.06211	0.13691	-2.68846	0.45222	194.39406	206.55042				-0.06332	0.00453	0.18560	-6.44516	-17.48311	41.88355	231.79260				-0.20606	-0.19202	0.05213	-0.66664	12.63872	120.12147	171.64456				-0.03088	0.12336	0.12607	-3.50035	-0.69110	215.22337	229.46901				-0.07303	-0.00704	0.20818
168	-1.54842	6.47187	137.15689	157.73341				-0.03446	0.06662	0.13515	-2.56673	0.72008	193.19353	204.67247				-0.06096	0.00715	0.18485	-6.67292	-17.57627	46.21202	235.19537				-0.20518	-0.19075	0.05656	-0.66174	12.91387	116.30335	170.47601				-0.03187	0.12575	0.12243	-3.39903	-0.44455	212.49899	226.29207				-0.07170	-0.00452	0.20614
169	-1.44914	6.94750	134.97667	157.29997				-0.03265	0.07097	0.13339	-2.43692	0.96949	191.99178	202.77368				-0.05839	0.00956	0.18410	-6.88752	-17.65363	50.84981	238.54446				-0.20412	-0.18954	0.06123	-0.65198	13.17670	112.46494	169.27318				-0.03277	0.12805	0.11879	-3.29364	-0.19267	209.81900	223.13466				-0.07019	-0.00195	0.20411
170	-1.34987	7.41773	132.78168	156.94984				-0.03080	0.07522	0.13162	-2.30162	1.21021	190.74471	200.83667				-0.05564	0.01185	0.18330	-7.08975	-17.71952	55.79418	241.86147				-0.20288	-0.18842	0.06613	-0.63718	13.42865	108.57980	168.01549				-0.03356	0.13025	0.11512	-3.18320	0.05922	207.22136	220.03110				-0.06847	0.00060	0.20212
171	-1.25280	7.88710	130.56728	156.70692				-0.02896	0.07943	0.12984	-2.16407	1.45490	189.41080	198.85599				-0.05281	0.01415	0.18240	-7.28072	-17.77765	61.02860	245.16452				-0.20145	-0.18740	0.07124	-0.61756	13.67200	104.62209	166.69336				-0.03423	0.13238	0.11137	-3.06803	0.30964	204.70706	216.98854				-0.06657	0.00312	0.20018
172	-1.15923	8.35810	128.31999	156.57512				-0.02716	0.08362	0.12804	-2.02732	1.71338	187.97124	196.84637				-0.04996	0.01655	0.18139	-7.46152	-17.83090	66.52560	248.46408				-0.19983	-0.18650	0.07653	-0.59361	13.90946	100.57144	165.30745				-0.03477	0.13447	0.10753	-2.94957	0.56118	202.25291	213.99986				-0.06452	0.00562	0.19825
173	-1.06982	8.83216	126.01932	156.54491				-0.02542	0.08782	0.12619	-1.89384	1.99146	186.42723	194.83582				-0.04715	0.01912	0.18027	-7.63294	-17.88187	72.26154	251.76762				-0.19802	-0.18572	0.08196	-0.56593	14.14464	96.40910	163.86906				-0.03516	0.13653	0.10357	-2.82960	0.81695	199.84569	211.07066				-0.06236	0.00814	0.19635
174	-0.98518	9.31027	123.63972	156.60063				-0.02374	0.09204	0.12426	-1.76539	2.29119	184.79135	192.85548				-0.04443	0.02187	0.17905	-7.79602	-17.93237	78.21439	255.08618				-0.19603	-0.18507	0.08750	-0.53532	14.38291	92.11433	162.40576				-0.03540	0.13863	0.09946	-2.70960	1.07806	197.49687	208.22791				-0.06012	0.01068	0.19446
175	-0.90604	9.79247	121.15356	156.72014				-0.02216	0.09627	0.12224	-1.64304	2.61166	183.08017	190.93257				-0.04183	0.02478	0.17776	-7.95287	-17.98160	84.34624	258.43143				-0.19389	-0.18450	0.09312	-0.50267	14.63075	87.67152	160.96124				-0.03548	0.14080	0.09517	-2.59070	1.34355	195.23007	205.50616				-0.05785	0.01323	0.19264
176	-0.83303	10.27689	118.53458	156.87022				-0.02069	0.10048	0.12007	-1.52781	2.95138	181.30652	189.08861				-0.03937	0.02785	0.17640	-8.10655	-18.02632	90.60342	261.80859				-0.19168	-0.18399	0.09875	-0.46880	14.89401	83.07743	159.58502				-0.03537	0.14312	0.09070	-2.47389	1.61131	193.06233	202.93051				-0.05557	0.01576	0.19088
177	-0.76630	10.75950	115.76152	157.00546				-0.01934	0.10464	0.11776	-1.42129	3.31117	179.47368	187.34172				-0.03709	0.03109	0.17499	-8.25991	-18.06280	96.93047	265.21365				-0.18946	-0.18347	0.10435	-0.43447	15.17724	78.33563	158.32256				-0.03507	0.14560	0.08602	-2.36025	1.87886	190.99757	200.51140				-0.05331	0.01825	0.18922
178	-0.70553	11.23463	112.82171	157.07364				-0.01811	0.10869	0.11526	-1.32561	3.69398	177.57809	185.70982				-0.03507	0.03451	0.17352	-8.41502	-18.08791	103.27469	268.63162				-0.18728	-0.18289	0.10987	-0.40047	15.48423	73.44978	157.21735				-0.03453	0.14828	0.08114	-2.25103	2.14542	189.02507	198.24550				-0.05111	0.02069	0.18763
179	-0.65030	11.69738	109.71089	157.03194				-0.01699	0.11257	0.11258	-1.24253	4.10197	175.61824	184.21082				-0.03335	0.03813	0.17199	-8.57322	-18.09893	109.58352	272.03793				-0.18516	-0.18223	0.11525	-0.36764	15.81878	68.42598	156.31827				-0.03375	0.15119	0.07606	-2.14779	2.41456	187.11520	196.11595				-0.04900	0.02311	0.18609
180	-0.60044	12.14662	106.42619	156.86441				-0.01599	0.11627	0.10972	-1.17274	4.53448	173.59787	182.85832				-0.03196	0.04195	0.17041	-8.73546	-18.09344	115.80373	275.40317				-0.18315	-0.18145	0.12044	-0.33673	16.18411	63.27293	155.67412				-0.03272	0.15435	0.07077	-2.05230	2.69399	185.22589	194.10049				-0.04703	0.02559	0.18458
181	-0.55619	12.58487	102.96002	156.58015				-0.01511	0.11982	0.10664	-1.11582	4.98815	171.52174	181.65572				-0.03092	0.04594	0.16879	-8.90249	-18.06914	121.88215	278.69485				-0.18126	-0.18053	0.12542	-0.30822	16.58157	57.99480	155.31644				-0.03146	0.15776	0.06528	-1.96618	2.99219	183.31897	192.18294				-0.04524	0.02819	0.18305
182	-0.51785	13.01529	99.30235	156.19601				-0.01437	0.12323	0.10335	-1.07048	5.45819	169.38866	180.59204				-0.03019	0.05004	0.16713	-9.07470	-18.02362	127.77349	281.87747				-0.17951	-0.17942	0.13014	-0.28226	17.00954	52.58941	155.24913				-0.02994	0.16140	0.05958	-1.89060	3.31562	181.36768	190.35612				-0.04367	0.03099	0.18147
183	-0.48525	13.44006	95.44811	155.72888				-0.01378	0.12654	0.09982	-1.03497	5.93959	167.18813	179.64294				-0.02975	0.05422	0.16541	-9.25149	-17.95483	133.45258	284.91507				-0.17791	-0.17812	0.13458	-0.25865	17.46342	47.05821	155.45108				-0.02817	0.16519	0.05365	-1.82626	3.66803	179.35318	188.61691				-0.04233	0.03401	0.17985
184	-0.45759	13.86075	91.40205	155.20013				-0.01330	0.12975	0.09606	-1.00748	6.42810	164.90652	178.78088				-0.02956	0.05844	0.16363	-9.43094	-17.86197	138.91762	287.77750				-0.17643	-0.17661	0.13877	-0.23682	17.93659	41.41916	155.88660				-0.02614	0.16908	0.04753	-1.77341	4.05064	177.26306	186.96472				-0.04124	0.03725	0.17815
